show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,country_cleaned,continent,month,day,year,difference
s2636,movie,(sub) fairy tail the movie: phoenix priestess,missing,,japan,2017-09-05,2012,tv-14,86 min,"anime, drama","natsu and his mighty team of mages face evil rising from the embers in this action-packed feature-length exclusive! when a prince seeking immortality unleashes an ancient force, a raging war becomes the fiercest inferno the wizards have ever faced!",missing,asia,9,5,2017,68
s2637,movie,(sub) trigun: badlands rumble,missing,,japan,2017-09-05,2010,tv-14,91 min,"action, adventure, anime","twenty years ago, vash the stampede allowed an infamous outlaw named gasback to escape final justice. now, on the streets of macca city, vash is about to learn a hard truth about consequences - and he might end up paying for the lesson with his life.",missing,asia,9,5,2017,92
s2638,tv show,aesthetica of a rogue hero,missing,,japan,2017-09-05,2012,tv-ma,1 season,"action, anime, comedy","in the fantasy world of arezard, the rogue hero akatsuki - at the request of the defeated demon king - agrees to protect his fallen enemy's daughter, miu, and return with her to world from which he came.",missing,asia,9,5,2017,68
s2641,tv show,aquarion evol,missing,,japan,2017-09-05,2012,tv-14,1 season,"action, adventure, anime","after accidentally forming the legendary mecha ""aquarion,"" amata finds himself at a pilot-training academy where the girls are flirty and the boys seem more interested in exploring holes and big bangs than harnessing their elemental superpowers.",missing,asia,9,5,2017,68
s2642,tv show,aria: the scarlet ammo,missing,,japan,2017-09-05,2011,tv-14,2 seasons,"action, adventure, anime","kinji is a junior at a high school for mercenaries. he just wants to be normal, but his secret condition - he turns into an ace killer when he's turned on by the female form - triggers a fiery transfer student's unrelenting desire to make him her partner.",missing,asia,9,5,2017,80
s2643,tv show,baka and test: summon the beasts,missing,,japan,2017-09-05,2010,tv-14,2 seasons,"anime, international, science fiction","at fumizuki academy, students use summoned beings to do battle against their classmates. while class a is the best, the kids in lowly class f are the worst on campus - and they're about to find themselves facing the school's top talent!",missing,asia,9,5,2017,92
s2646,tv show,brothers conflict,missing,,japan,2017-09-05,2013,tv-14,1 season,"anime, comedy, international","hinata ema is the only daughter of a famous adventurer. when her father decides to remarry, she leaves the newlyweds alone and moves in with her 13 new stepbrothers, who each have a unique personality. is love in the air for hinata, too?",missing,asia,9,5,2017,56
s2647,tv show,code: breaker,missing,,japan,2017-09-05,2012,tv-14,1 season,"action, adventure, anime","when sakura meets rei at school, she learns he's no simple transfer student - he's also a code: breaker, a government assassin with strange powers. from the director of fullmetal alchemist: brotherhood, a supernatural new series filled with action and comedy.",missing,asia,9,5,2017,68
s2649,tv show,d-frag!,missing,,japan,2017-09-05,2014,tv-14,1 season,"anime, comedy, international","kenji likes to think he's the bad boy of his school. that is, until he meets the four insane girls of a gaming club whose personalities are all super weird (and a tad violent). when kenji's forced to join their group, his life takes a turn for the crazy.",missing,asia,9,5,2017,44
s2650,tv show,dragonar academy,missing,,japan,2017-09-05,2014,tv-ma,1 season,"action, adventure, anime","ash is a joke to his fellow students at dragonar academy until the day his dragon awakens, and his world changes forever. there's just one problem: his dragon is actually a beautiful girl, and she's determined to be the master – and make ash the slave!",missing,asia,9,5,2017,44
s2657,tv show,garo the animation,missing,,japan,2017-09-05,2014,tv-ma,1 season,"action, adventure, anime","the makai knights protect humanity from demonic entities known as horrors. but the king's advisor seeks to eliminate the knights and banish the heir to the throne. in order to save his people, the prince seeks the aide of the legendary golden knight!",missing,asia,9,5,2017,44
s2660,tv show,haganai,missing,,japan,2017-09-05,2011,tv-ma,2 seasons,"anime, comedy, drama","kodaka hasegawa has a hard time making friends at st. chronica's academy until he meets fellow loner yozora. together, they form a club that, little by little, attracts the school's misfits. but how long can a band of outsiders manage to get along?",missing,asia,9,5,2017,80
s2664,tv show,is this a zombie?,missing,,japan,2017-09-05,2011,tv-ma,2 seasons,"anime, comedy, horror","ayumu was murdered by a serial killer and resurrected as a zombie by a cute little necromancer. then he got mixed up with a magical girl and a vampire ninja! with a harem like this, ayumu could end up even deader before figuring out who killed him!",missing,asia,9,5,2017,80
s2665,tv show,jormungand,missing,,japan,2017-09-05,2012,tv-ma,2 seasons,"action, adventure, anime","child soldier jonah is the newest mercenary hired by koko, an international arms dealer. the kid despises those in koko's line of work, but following her into the darkest corners of the black market might be his only shot at avenging his family's death.",missing,asia,9,5,2017,68
s2668,tv show,kingdom (2012),missing,,japan,2017-09-05,2012,tv-14,1 season,"action, adventure, anime",it is an era of war in ancient china. two orphaned boys long to escape their lives as slaves and rise to greatness on the battlefield. the path to their destiny will be marked by violence and pain - and their journey will alter the course of history.,missing,asia,9,5,2017,68
s2670,tv show,lord marksman and vanadis,missing,,japan,2017-09-05,2014,tv-ma,1 season,"action, adventure, anime","tigre, a young noble, is captured by a beautiful female general from an enemy country. though enchanting, her curves aren't the only dangerous thing about her. she's backed by an army of desirable warrior-goddesses called the vanadis!",missing,asia,9,5,2017,44
s2671,tv show,maken-ki! battling venus,missing,,japan,2017-09-05,2011,tv-ma,2 seasons,"anime, comedy, international","takeru is a new student at the tenbi academy, a school where elemental magic and powerful weapons called ""makens"" are used in student duels. studying will be difficult: his roommates are three beautiful girls who alternately love him and want him dead.",missing,asia,9,5,2017,80
s2675,tv show,nobunagun,missing,,japan,2017-09-05,2010,tv-14,1 season,"action, adventure, anime",ogura sio's world changes forever when her trip to taiwan is interrupted by a monster attack! her life is spared by the arrival of a clandestine government agency that battles the monsters with weapons possessed by the spirits of historical figures.,missing,asia,9,5,2017,92
s2677,tv show,soul eater not!,missing,,japan,2017-09-05,2014,tv-14,1 season,"action, adventure, anime",meet the new class at death weapon meister academy! tsugumi and her friends make up the not class at this school for weapons and meisters. soul eater fans will be psyched to meet these new characters – and catch up with all their old favorites!,missing,asia,9,5,2017,44
s2678,tv show,space dandy,missing,,japan,2017-09-05,2014,tv-ma,1 season,"action, adventure, anime","space dandy is pompadour sporting adventurer who travels the galaxy in search of undiscovered aliens. each new species earns dandy a hefty reward, but he'd better be quick on his feet because it's first come – first served!",missing,asia,9,5,2017,44
s2679,tv show,steins;gate,missing,,japan,2017-09-05,2011,tv-14,1 season,"anime, international, mystery","rintaro okabe is a self-proclaimed ""mad scientist"" plagued by paranoid delusions of a nefarious organization known as sern. fueled by their imaginations, okabe and his friends form a secret laboratory and seek to unlock the mysteries of time travel!",missing,asia,9,5,2017,80
s2680,tv show,the devil is a part-timer!,missing,,japan,2017-09-05,2013,tv-14,1 season,"action, adventure, anime","inches away from conquering the world, the devil is foiled by a hero and finds himself in modern-day tokyo. with no real-world skills to speak of, the devil is forced to make ends meet flipping burgers at a fast food joint!",missing,asia,9,5,2017,56
s2683,tv show,total divas,missing,,united states,2017-09-05,2014,tv-14,9 seasons,"documentaries, reality","total divas is back on its 8th season with the return of paige, the bellas, nattie, nia, trinity, and lana as they continue to make historic moves for the women’s division at wwe and the impact of their personal lives are equally paramount. nicole traverses a soulful journey to discover who she is on her own, brie continues to grapple with the growing pains of being a mother and a career woman, and paige deals with her skeletons as she searches for life after wrestling. all the while, our wwe superstars - trinity, nattie, nia, and lana - work to keep themselves anchored in and outside of the ring!",missing,north america,9,5,2017,44
s2691,tv show,looking,missing,,usa,2017-09-01,2014,tv-ma,2 seasons,"comedy, lgbtq+",from hbo comes this comedy series that offers up the unfiltered experiences of three 30-something gay friends living in san francisco.,missing,north america,9,1,2017,44
s2692,tv show,damien,missing,,united states,2017-08-25,2016,tv-14,1 season,"drama, horror, thriller","damien, is a follow-up to the classic horror film, the omen. the show follows the adult life of damien thorn, the mysterious child from the 1976 motion picture, who has grown up seemingly unaware of the satanic forces around him. haunted by his past, damien must now come to terms with his true destiny - that he is the antichrist.",missing,north america,8,25,2017,19
s2694,tv show,the boonies,missing,,united states,2017-08-25,2016,tv-14,1 season,"documentaries, reality","in the age of technology, the world is getting smaller. to escape, some people go to extreme lengths and places… redefining “off the grid.” welcome to the boonies.",missing,north america,8,25,2017,19
s2696,tv show,salem,missing,,united states,2017-08-18,2014,tv-ma,3 seasons,"drama, thriller","as the wife of a wealthy but ailing town elder, mary sibley (janet montgomery) holds the distinction of being the most powerful sorceress in 1692 salem. ruthless yet vulnerable, mary leans on her ageless accomplice tituba (ashley madekwe) to help advance her supernatural agenda – but mary's world is turned upside down when john alden (shane west), her long lost love, finally returns home from years at war and starts asking questions that threaten to expose mary's darkest secrets.",missing,north america,8,18,2017,43
s2697,tv show,regular show,missing,,united states,2017-08-16,2010,tv-pg,8 seasons,"cartoons, comedy, family","mordecai – a sarcastic blue jay, and rigby – a somewhat responsible raccoon, are best friends. they even work together at a park owned by pops, a big lollipop-headed guy. which seems normal enough. they’ve got a cranky gumball machine for a boss and they work alongside a zen-like yeti named skips. yep. everything is as regular as can be.",missing,north america,8,16,2017,91
s2698,tv show,the driver,missing,,united states,2017-08-16,2017,missing,1 season,"documentaries, lifestyle & culture",jeffrey earnhardt is the grandson of seven-time nascar cup champion dale earnhardt and nephew of his generation’s most popular driver dale junior. jeffrey hasn’t depended on his famous last name for opportunity. he is creating his own company and working his way through the ranks like his grandfather did. the 4th generation racer is absolutely committed to “earning earnhardt” and has begun his journey to become a champion at the nascar cup series level. he has started at the bottom of the ranks. and there is only one way to go. up.,missing,north america,8,16,2017,7
s2699,tv show,we bare bears,missing,,united states,2017-08-11,2015,tv-y7,2 seasons,"cartoons, comedy, kids","we bare bears is a comedy about three bear siblings named grizzly, panda and ice bear. each episode follows their awkward attempts at integrating with the human world in the san francisco bay area, whether they're looking for food, trying to make human friends or scheming to become internet famous. whatever the situation, it's obvious that being a bear in the civilized, modern world is tough but at least they have each other!",missing,north america,8,11,2017,31
s2700,tv show,difficult people,missing,,united states,2017-08-08,2015,tv-ma,3 seasons,"comedy, sitcom","difficult people hails from julie klausner who stars alongside emmy®-nominated billy on the street host billy eichner. as best friends living in new york city, their typical, irreverent behavior lands them in some very awkward situations.",missing,north america,8,8,2017,31
s2703,tv show,brickleberry,missing,,united states,2017-07-28,2012,tv-ma,3 seasons,"adult animation, comedy","brickleberry is an animated series that follows the misadventures of a motley crew of national park forest rangers. when their fledgling park faces disclosure, a new ranger is enlisted to whip everyone into shape and save the park. the series is executive produced by daniel tosh along with show creators waco o'guin and roger black. in addition to tosh's helming duties, he's the voice of malloy, a tiny brown bear.",missing,north america,7,28,2017,66
s2704,tv show,graceland,missing,,united states,2017-07-28,2013,tv-14,3 seasons,"action, crime, drama","from the acclaimed creator of white collar, jeff eastin, comes a new one-hour drama about a diverse group of undercover agents from the drug enforcement agency (dea), federal bureau of investigations (fbi) and u.s. customs whose worlds collide while forced to live together under the same roof of a seized beachfront mansion in southern california called ""graceland."" no matter what agency they’re from, the residents all operate by the house’s unofficial motto: ""when you work for the bureau, your lies are your life.""",missing,north america,7,28,2017,54
s2705,tv show,raising hope,missing,,united states,2017-07-19,2010,tv-14,4 seasons,"comedy, sitcom",raising hope follows the adventures of the lovingly dysfunctional chance family.,missing,north america,7,19,2017,90
s2706,tv show,bordertown,missing,,finland,2017-07-11,2016,tv-14,1 season,"adult animation, comedy, sitcom","bordertown centers on two clans: the buckwalds and the gonzalezes. bud buckwald (hank azaria, the simpsons) is a married father of three and a border patrol agent who is just a tad behind the times and feels slightly threatened by the cultural changes transforming his neighborhood. he lives next door to ernesto gonzalez (nicholas gonzalez, sleepy hollow), an ambitious family man, who has been in the country less than 10 years, but is already doing better than bud – which, it turns out, is a bit of an issue for bud.",missing,europe,7,11,2017,18
s2708,tv show,second chance,missing,,united states,2017-07-08,2016,tv-14,1 season,"drama, science fiction","what would you do with a second chance? from executive producer/writer rand ravich and emmy award-winning executive producer howard gordon comes second chance, a thrilling new action-drama about a man brought back to life by two scientists playing god in the quest to save one of their own lives. seventy-five-year-old jimmy pritchard philip baker hall) is a shell of his former self. a drinker, a womanizer and a father who always put work before family, pritchard was forced to resign as l.a. county sheriff for corrupt conduct more than a decade ago. now, some 15 unkind years later, he is killed when he stumbles upon a robbery at the home of fbi agent duval pritchard (tim dekay), one of his two children. but death is surprisingly short for jimmy, who is brought back to life by billionaire tech-genius twins mary goodwin (dilshad vadsaria) and her brother, otto (adhir kalyan), founders of a social networking empire. resurrected as a younger, better version of himself, with physical abilities of which he never dreamed, a re-animated pritchard (rob kazinsky) is given a second chance at life. what will he do with it? will he try to repair the damage he did to his family? will he embrace a new sense of purpose or fall prey to old temptations?",missing,north america,7,8,2017,18
s2709,tv show,touch,missing,,united states,2017-07-07,2012,tv-14,2 seasons,"drama, mystery, science fiction","from writer/creator tim kring (""heroes,"" ""crossing jordan"") and executive producers peter chernin (""terra nova"") and katherine pope (""terra nova"") comes touch, a preternatural drama in which science and spirituality intersect with the hopeful premise that we are all interconnected, tied in invisible ways to those whose lives we are destined to alter and impact.",missing,north america,7,7,2017,66
s2715,tv show,don't trust the b---- in apt 23,missing,,united states,2017-06-27,2012,tv-14,2 seasons,"comedy, sitcom","after a naive midwestern girl's big city dreams are dashed her first week in new york, she finds herself living with her worst nightmare in this hilarious, contemporary comedy about a female odd couple who are surrounded by outrageous characters.",missing,north america,6,27,2017,65
s2716,tv show,black-ish en español,missing,,usa,2017-06-09,2014,tv-14,2 seasons,"comedy, latino, sitcom","andre ""dre"" johnson tiene un gran empleo, una esposa hermosa, rainbow, cuatro hijos y una casa colonial en los suburbios. pero ¿el éxito no habrá asimilado demasiado a su familia negra? con la ayuda de su papá, dre se propone darle a su familia una identidad cultural que honre su pasado y a la vez mire al futuro.",missing,north america,6,9,2017,41
s2717,movie,dumb: the story of big brother magazine,missing,,united states,2017-06-03,2017,tv-ma,79 min,documentaries,"the history of the boundary-pushing, taboo-breaking, crassly-humorous big brother magazine, that spawned mtv's ""jackass"" and a generation of skaters.",missing,north america,6,3,2017,5
s2719,tv show,sex&drugs&rock&roll,missing,,united states,2017-05-30,2015,tv-ma,2 seasons,"comedy, music, sitcom","sex&drugs&rock&roll centers on “johnny rock” (denis leary), lead singer of a legendary early 90’s new york band called the heathens. known for living up to their name, the band partied so long and so hard that even keith richards thought they needed to slow things down. the heathens were on the brink of becoming famous for their kickass live shows and the release of their highly anticipated first album. until they broke up. the same day the album dropped. because lead guitarist flash (john corbett) found johnny in bed with his wife. so the band became legendary for all the wrong reasons - like self-destructing sooner than any group in rock-n-roll history. 25 years later, the only thing bigger than johnny’s ego is his prostate. the drugs he really needs now aren’t cocaine and marijuana – they’re crestor, cymbalta and cialis. he’s out of work, out of money and out of show business options. that’s when a massively talented young singer named gigi (elizabeth gillies) shows up - with a burning desire to be famous, a throwback appreciation for the heathens’ only album, and a stack of cash big enough to bring the whole band back into the studio. only this time, she’s the lead singer and johnny’s just a behind-the-scenes songwriter. john ales, bobby kelly and elaine hendrix round out the rest of this dysfunctional rock and roll family. the race is on to see who gets famous first - and for what reason. an fx original series.",missing,north america,5,30,2017,28
s2720,movie,becoming bond,missing,,united states,2017-05-19,2017,tv-ma,95 min,documentaries,"a hulu original documentary chronicling the bizarre true story of george lazenby, an australian car mechanic, who managed to land the role of james bond despite never acting a day in his life.",missing,north america,5,19,2017,4
s2721,tv show,underground,missing,,united states,2017-05-18,2016,tv-ma,2 seasons,"drama, history, thriller","an unflinching story of plantation slaves that band together for the fight of their lives – for their families, their future and their freedom.",missing,north america,5,18,2017,16
s2722,tv show,america's next top model,missing,,united states,2017-05-15,2011,tv-pg,22 seasons,"lifestyle & culture, reality, teen","young women of various backgrounds, shapes and sizes compete to prove that they can make it in the high-stress, high-stakes world of modeling. with mentoring by supermodel tyra banks and exposure to prolific fashion-industry gurus, the finalists compete in an accelerated modeling boot camp. participants learn to master complicated catwalks, fashion photo shoots and perfect publicity skills, all under 24-hour-a-day surveillance of the cameras that chronicle every move.",missing,north america,5,15,2017,76
s2723,movie,batman & bill,missing,,united states,2017-05-06,2017,tv-14,93 min,documentaries,"for years, bob kane has been credited as batman's creator. as time passed, rumors swirled that the caped crusader had another father. who was this man? batman & bill tells the story of the uncredited creator of batman, and a crusade to bring him justice.",missing,north america,5,6,2017,4
s2724,tv show,dci banks,missing,,united kingdom,2017-05-01,2010,tv-ma,5 seasons,"crime, drama, international",stephen tompkinson and andrea lowe star as chief inspector alan banks and feisty detective sergeant annie cabbot in thrilling crime stories set in yorkshire.,missing,europe,5,1,2017,88
s2725,tv show,prey,missing,,united kingdom,2017-05-01,2014,tv-ma,2 seasons,"crime, drama, horror",prey is a high-octane drama about men on the run and the hard-working detective tasked with finding them. detective sergeant susan reinhardt is called to the case to track down the suspect and find the truth.,missing,europe,5,1,2017,40
s2727,tv show,the kennedys (2015),missing,,united kingdom,2017-05-01,2015,tv-pg,1 season,"comedy, drama, international","multi-generation family sitcom set in the 1970s, loosely based on emma kennedy's memoirs.",missing,europe,5,1,2017,28
s2728,tv show,wayward pines,missing,,"canada, united states",2017-04-24,2015,tv-14,2 seasons,"crime, drama, mystery","a secret service agent travels to wayward pines, idaho, in search of two federal agents who have gone missing. instead of answers, ethan's investigation only turns up more questions and he soon learns that he may never get out of wayward pines alive.",missing,north america,4,24,2017,27
s2730,tv show,boruto: naruto next generations,missing,,japan,2017-04-12,2017,tv-ma,1 season,"action, adventure, anime","the life of the shinobi is beginning to change. boruto uzumaki, son of seventh hokage naruto uzumaki, has enrolled in the ninja academy to learn the ways of the ninja. now, as a series of mysterious events unfolds, boruto’s story is about to begin!",missing,asia,4,12,2017,3
s2732,tv show,dimension 404,missing,,united states,2017-04-04,2017,tv-14,1 season,"science fiction, teen","in the darkest depths of cyberspace, there is another world. a lost dimension, home to wonders unseen, terrors unspeakable, and stories unlike any ever told. dimension 404 is a science fiction anthology that explores the wonders - and terrors - of our digital age. from outrageous horror comedy to mind-bending action adventure, each episode tells a weird and wild sci-fi tale where the twist ending... is just the beginning. do not click back. do not reload. you have reconnected... to dimension 404.",missing,north america,4,4,2017,3
s2734,tv show,shots fired,missing,,united states,2017-03-23,2017,tv-14,1 season,"black stories, crime, drama",a racially charged shooting in a small town causes social unrest and draws media attention.,missing,north america,3,23,2017,2
s2735,tv show,guilty crown,missing,,japan,2017-03-18,2011,tv-14,1 season,"action, adventure, anime","japan entered a total state of anarchy after most of the population was infected with a strange and deadly virus. shu, a teen with a unique reaction to the apocalypse virus, joins the struggle against the government's robotic forces and a secret society.",missing,asia,3,18,2017,74
s2736,tv show,psycho-pass,missing,,japan,2017-03-18,2012,tv-ma,2 seasons,"action, adventure, anime","in the future, detectives work in teams made up of enforcers and inspectors. enforcers take out the bad guys, and inspectors ensure their partners don't cross the line. their weapon is the dominator, a gun that predicts when citizens will turn criminal.",missing,asia,3,18,2017,62
s2737,tv show,seraph of the end: vampire reign,missing,,japan,2017-03-18,2015,tv-14,1 season,"action, adventure, anime","after a mysterious virus wipes out ninety percent of humanity, vampires emerge, treating mankind like livestock. but 12-year-old yuichiro hyakuya successfully escapes the bloodsucking captors, joining an extermination unit dedicated to killing vampires.",missing,asia,3,18,2017,26
s2738,tv show,snow white with the red hair,missing,,japan,2017-03-18,2015,tv-14,2 seasons,"action, adventure, anime","shirayuki is a headstrong young pharmacist with a shock of beautiful apple-red hair. when her mane gets her noticed by a prince who demands she be his concubine, she runs away to a neighboring kingdom, where she befriends a handsome stranger.",missing,asia,3,18,2017,26
s2743,tv show,d. gray-man hallow,missing,,japan,2017-03-17,2016,tv-14,1 season,"anime, science fiction","the black order's battle against the evil millennium earl and his deadly akuma continues to rage on. allen walker and his comrades must recover lost innocence while facing the earl's terrifying army. if they fail, innocence will be lost forever.",missing,asia,3,17,2017,14
s2744,tv show,overlord,missing,,japan,2017-03-17,2015,tv-ma,1 season,"action, anime","when a popular mmorpg is scheduled to be shut down permanently, veteran player momonga refuses to log out. as npcs begin to develop personalities and minds of their own he decides to put his skills to use as the game's new overlord.",missing,asia,3,17,2017,26
s2747,tv show,the future diary,missing,,japan,2017-03-17,2011,tv-ma,1 season,"action, adventure, anime","one day, yukiteru discovers that his cell phone ""diary"" can now tell him the events of the future. the problem is, eleven others also have similar diaries, and only one can win this survival game. the winner becomes a god. the losers: dead end.",missing,asia,3,17,2017,74
s2748,tv show,the heroic legend of arslan,missing,,japan,2017-03-17,2015,tv-14,1 season,"action, adventure, anime","arslan, the 14-year-old prince of pars, lacks the leadership skills befitting a future king. but after his father falls victim to a treacherous plot, arslan must embark on a journey to reclaim the kingdom and fulfill his destiny as ruler of pars.",missing,asia,3,17,2017,26
s2750,tv show,tokyo esp,missing,,japan,2017-03-17,2014,tv-ma,1 season,"action, adventure, anime","rinka is a poor student struggling to support her father. her world changes after witnessing a flying penguin and a school of fish swimming through the air. when one of the fish passes through rinka, she suddenly develops extraordinary powers!",missing,asia,3,17,2017,38
s2751,tv show,tokyo ravens,missing,,japan,2017-03-17,2013,tv-14,1 season,"action, anime, international","hautora was born into a family of onmyouji known for their mastery of the occult. unfortunately, he didn't inherit their magical abilities, so he was doomed to live a normal life. at least, that is, until a girl from his past changes his future!",missing,asia,3,17,2017,50
s2753,tv show,world break: aria of curse for a holy swordsman,missing,,japan,2017-03-17,2015,tv-ma,1 season,"action, adventure, anime","akane academy is just like any other school... except the students just happen to be reincarnated heroes from a distant past who battled for the fate of the world. now, monsters are threatening to wreak havoc, and it's up to the students to stop them!",missing,asia,3,17,2017,26
s2754,tv show,yona of the dawn,missing,,"japan, taiwan",2017-03-17,2014,tv-14,1 season,"action, adventure, anime","princess yona intended to tell her father of her love for suwon, but her life was changed after witnessing suwon murder her father. heartbroken, yona fled the palace with her servant hak on a quest to gain new allies and protect her beloved people.",missing,asia,3,17,2017,38
s2756,movie,national treasure,missing,,united kingdom,2017-03-01,2016,1 season,missing,"crime, drama, international","paul finchley is one half of a popular comedy double-act with a successful career spanning several decades. however, his life is turned upside down when he is arrested after an accusation of rape in the 1990’s.",missing,europe,3,1,2017,14
s2760,tv show,mobile suit gundam the origin,missing,,japan,2017-02-20,2015,tv-ma,1 season,"action, adventure, anime","what was the tragedy that decided the fates of char aznable, the man later nicknamed the “red comet” as an ace pilot of the zeon forces, and his sister sayla mass?
the two siblings’ journeys, brought on by the sudden death of their father zeon zum deikun who was a leader of the spacenoids, are depicted in the four episodes of “chronicle of char and sayla”. this story will be presented in the form of event screenings.
the zabi family who seize control of side 3 and lead the principality of zeon, the early days of many renowned zeon ace pilots who later fight in the one year war, the secrets of mobile suit development, conflicts with the earth federation forces, and the road leading to the outbreak of war – all will be revealed.",missing,asia,2,20,2017,25
s2763,tv show,devious maids,missing,,united states,2017-02-08,2013,tv-pg,4 seasons,drama,"in ""devious maids,"" murder and mayhem collide in the mansions of beverly hills' wealthiest and most powerful families.",missing,north america,2,8,2017,49
s2764,tv show,24 legacy,missing,,united states,2017-02-06,2017,tv-14,1 season,"action, crime, drama","the clock ticks again with 24 legacy, the next evolution of the emmy award-winning “24.” 24 legacy chronicles an adrenaline-fueled race against the clock to stop a devastating terrorist attack on united states soil – in the same real-time format that has propelled this genre-defining series.",missing,north america,2,6,2017,1
s2765,tv show,murder in the first,missing,,united states,2017-02-04,2014,tv-ma,3 seasons,"crime, drama",murder in the first centers on homicide detectives terry english (taye diggs) and hildy mulligan (kathleen robertson) as they investigate two seemingly unrelated murders. the mystery deepens when they find both murders have a common denominator in a silicon valley wunderkind (tom felton).,missing,north america,2,4,2017,37
s2766,tv show,workaholics,missing,,united states,2017-02-01,2011,tv-14,7 seasons,"comedy, sitcom","college is over but the party isn’t. join three best buds as they share a job, a crash pad and a promise to never let work get in the way of a good time – on this raucously original series.",missing,north america,2,1,2017,73
s2767,tv show,wasted,missing,,united kingdom,2017-01-14,2016,tv-ma,1 season,"comedy, international, sitcom","fantasy fanatic morpheus is a dreamer, and his dreams take the form of his hero sean bean, who appears in full medieval garb as morpheus’s spirit guide. with his guide, morpheus takes on the epic quest of wasting his twenties in a sleepy british village.",missing,europe,1,14,2017,12
s2768,tv show,blue exorcist kyoto saga,missing,,japan,2017-01-13,2017,tv-14,1 season,"action, adventure, anime","assiah, the realm of humans, and gehenna, the realm of demons. normally, these two dimensions would never intersect, but having possessed all material substances, the demons are now intruding on the material world. but among the human race, there are those who can confront such demons - the exorcists. born the spawn of satan, rin okumura decides to hide his origins, and become an exorcist. he enrolls at the exorcism cram school, a training institute for exorcists located on the true cross academy grounds. but, his cover is blown during an attack by amaimon, the king of earth, and he is revealed to be the son of satan. terrified of satan’s blue flames, his friends start to distance themselves from rin… it is then that someone steals the left eye of the impure king, sealed away in the deepest part of the academy, and rin and the others find themselves embroiled in an unexpected crisis…",missing,asia,1,13,2017,0
s2769,tv show,jojo’s bizarre adventure,missing,,japan,2017-01-11,2012,tv-ma,3 seasons,"action, adventure, anime","based on author hirohiko araki’s groundbreaking shonen jump manga series, jojo’s bizarre adventure follows the multigenerational tale of the heroic joestar family and their never-ending battle against evil.",missing,asia,1,11,2017,60
s2770,tv show,terraformars,missing,,japan,2017-01-11,2016,tv-14,2 seasons,"action, adventure, anime","in the far future, humanity seeks to resolve earth’s growing overpopulation problem by terraforming mars as their second home. five hundred years later, the united nations aeronautics and space administration sends out an expedition team to explore this new world. but an unintended side effect of the terraforming process has unleashed a horror no one could ever have imagined: the planet has become infested with terraformars, man-sized cockroaches that prey on humans. now humanity must bring together all its scientific resources and power to counter this monstrous threat, or face total extinction.",missing,asia,1,11,2017,12
s2771,tv show,please like me,missing,,australia,2017-01-07,2013,tv-ma,4 seasons,"comedy, drama, international","life in your 20’s can be undeniably hard. at least it is for josh in the critically acclaimed please like me, a comedy that soothes the existential unrest of the under-30 crowd. as josh and his friends muddle through life, sex gets complicated, relationships wax and wane, friends struggle to see eye to eye, and the dog always steals the show. simply put, everything is so delightfully awkward.",missing,oceania,1,7,2017,48
s2772,tv show,sleepy hollow,missing,,united states,2017-01-07,2013,tv-14,4 seasons,"adventure, drama, mystery","in this modern-day twist on washington irving's classic, ichabod crane is resurrected and pulled two and a half centuries through time to find that the world is on the brink of destruction, forcing him to team up with a contemporary police officer to unravel a mystery that dates back to the founding fathers.",missing,north america,1,7,2017,48
s2773,tv show,chowder,missing,,"united states, china",2017-01-01,2014,tv-y7,3 seasons,"cartoons, comedy, kids","chowder follows an aspiring young chef named chowder and his day-to-day adventures as an apprentice in mung daal's catering company. although he means well, chowder often finds himself in predicaments due to his perpetual appetite and his nature as a scatterbrain. he is also pestered by panini, the apprentice of mung's rival endive, who wants chowder to be her boyfriend, which he abhors.",missing,multi-continent,1,1,2017,36
s2775,tv show,barbarians rising,missing,,united states,2016-12-27,2016,tv-14,1 season,"action, adventure, drama",barbarians rising tells the story of the rise and fall of the roman empire from the perspective of the barbarian rebel leaders who helped bring it down.,missing,north america,12,27,2016,11
s2776,movie,hunt for the wilderpeople,missing,,new zealand,2016-12-24,2016,pg-13,101 min,"adventure, comedy, drama","raised on hip-hop and foster care, defiant city kid ricky gets a fresh start in the new zealand countryside. he quickly finds himself at home with his new foster family: the loving aunt bella, the cantankerous uncle hec, and dog tupac. when a tragedy strikes that threatens to ship ricky to another home, both he and hec go on the run in the bush. as a national manhunt ensues, the newly branded outlaws must face their options: go out in a blaze of glory or overcome their differences and survive as a family. equal parts road comedy and rousing adventure story, director taika waititi (what we do in the shadows, upcoming thor: ragnorak) masterfully weaves lively humor with emotionally honest performances by sam neill and julian dennison....",missing,oceania,12,24,2016,11
