cast,continent,country,country_cleaned,date_added,day,description,difference,director,duration,duration_min,duration_season,listed_in,month,rating,release_year,show_id,title,type,year,service
"jonny gray, callan potter, peter keleghan, hannah vandenbygaart, kiana madeira, joshua kilimnik, drew haytaoglu, isiah lea, scott thompson, caroline rhea",north america,canada,missing,2017-06-24,24,"to keep pal boots from being sent to a rival school with better athletics, prankster bruno leads an epic campaign to build a pool at macdonald hall.",17,vivieno caldinelli,91 min,91.0,,"children & family movies, comedies",6,tv-pg,2016,s6383,bruno and boots: go jump in the pool,movie,2017,netflix
"jonny gray, callan potter, matt baram, caroline rhea, kiana madeira",north america,canada,missing,2017-07-01,1,"fed up with weird dress codes and wacky punishments, the students of neighboring schools face off against two recently hired oddball authoritarians.",6,vivieno caldinelli,90 min,90.0,,"children & family movies, comedies",7,tv-pg,2017,s6384,bruno and boots: the wizzle war,movie,2017,netflix
"jonny gray, callan potter, peter keleghan, caroline rhea",north america,canada,missing,2017-06-24,24,"the biggest troublemakers at macdonald hall are bruno and boots, who are caught and face an unthinkable punishment: separation into different dorms.",5,vivieno caldinelli,90 min,90.0,,"children & family movies, comedies",6,tv-pg,2017,s6385,bruno and boots: this can't be happening at macdonald hall,movie,2017,netflix
"himanshu soni, kajal jain, sanket choukse, kabir bedi, sameer dharmadhikari, jagat singh, reshmi ghosh, siddharth vasudev, amit behl, hemant choudhary",missing,missing,missing,2018-04-01,1,"in this historical drama series, young prince siddhartha undergoes an intense spiritual journey that eventually transforms him into the buddha.",63,missing,1 season,,1.0,"international tv shows, tv dramas",4,tv-pg,2013,s6386,buddha,tv show,2018,netflix
"yoshua sudarso, ario bayu, pevita pearce, tio pakusadewo, reinout bussemaker, mikha tambayong, happy salma, alex abbad, zack lee",asia,"indonesia, singapore",missing,2019-04-12,12,two indonesian brothers learn the ways of the american cowboy before returning home to avenge the murder of their father.,15,mike wiluan,103 min,103.0,,"action & adventure, international movies",4,tv-ma,2018,s6387,buffalo boys,movie,2019,netflix
missing,europe,"netherlands, denmark, france, germany",missing,2018-02-20,20,a willing team of chefs and researchers goes on a gastronomic adventure around the globe to weigh the benefits of using bugs as a future food source.,25,andreas johnsen,73 min,73.0,,"documentaries, international movies",2,tv-g,2016,s6388,bugs,movie,2018,netflix
"mike c. nelson, jenni melear, david mccracken, napoleon ryan, dorothy lyman, richard riehle",north america,united states,missing,2019-06-01,1,"when four college friends reunite for a bachelor party, their hunt for cash said to be hidden in kentucky's backwoods leads to bloodshed and betrayal.",17,david mccracken,98 min,98.0,,"independent movies, thrillers",6,tv-ma,2018,s6389,bullitt county,movie,2019,netflix
missing,missing,missing,missing,2018-03-31,31,"a clever uncle-nephew duo solves mysteries, crimes and other problems for the citizens of a colorful town where something zany is always going down.",14,missing,1 season,,1.0,kids' tv,3,tv-pg,2017,s6390,"bure kaam bura natija, kyun bhai chacha haan bhatija",tv show,2018,netflix
"cher, christina aguilera, alan cumming, eric dane, cam gigandet, julianne hough, peter gallagher, kristen bell, stanley tucci, dianna agron",north america,united states,missing,2019-12-16,16,"after leaving iowa with stars in her eyes, ali arrives at a los angeles burlesque lounge with dreams of taking the stage with her soaring voice.",119,steve antin,119 min,119.0,,"dramas, romantic movies",12,pg-13,2010,s6391,burlesque,movie,2019,netflix
missing,north america,united states,missing,2017-06-01,1,"this revealing documentary probes the onstage personas of portland, oregon, burlesque performers who practice wildly different art forms.",5,jon manning,76 min,76.0,,documentaries,6,tv-ma,2017,s6392,burlesque: heart of the glitter tribe,movie,2017,netflix
"yoo ah-in, steven yeun, jun jong-seo, kim soo-kyung, moon sung-keun, choi seung-ho",asia,"south korea, japan",missing,2019-04-29,29,an aspiring writer goes to the airport to pick up a high school friend returning from a trip to africa but is disheartened to see her with another man.,15,lee chang-dong,148 min,148.0,,"dramas, independent movies, international movies",4,tv-ma,2018,s6393,burning,movie,2019,netflix
"iain connell, robert florence, kirsty strain, richard rankin, allan miller, louise stewart",europe,united kingdom,missing,2019-10-01,1,"this sketch series focuses on the eccentric characters in a small scottish town, including bumbling cops, ""dj jesus"" and a disgruntled serial killer.",93,missing,2 seasons,,2.0,"british tv shows, tv comedies",10,tv-ma,2012,s6394,burnistoun,tv show,2019,netflix
"dave bautista, brittany snow, angelic zambrana, jeremie harris, myra lucretia taylor, arturo castro, christian navarro",north america,united states,missing,2017-11-24,24,"when their diverse neighborhood is besieged by a mysterious militia, a grad student and an ex-marine become an unlikely team in a battle for survival.",10,"cary murnion, jonathan milott",94 min,94.0,,"action & adventure, independent movies",11,tv-ma,2017,s6395,bushwick,movie,2017,netflix
"guillaume canet, guillaume gallienne, alice pol, déborah françois, sabine azéma, freya mavor, isabelle candelier, laurent stocker",europe,"belgium, france",missing,2017-09-07,7,"this historical drama explores the long and often volatile friendship of painter paul cézanne and writer émile zola, who first met as schoolboys.",20,daniele thompson,114 min,114.0,,"dramas, independent movies, international movies",9,r,2016,s6397,cézanne et moi,movie,2017,netflix
"gage golightly, matthew daddario, samuel davis, nadine crocker, dustin ingram, randy schulman",north america,united states,missing,2019-06-06,6,"as a flesh-eating virus rips its way through a remote woodland cabin, the terrified teens vacationing inside wonder who'll fall victim next.",41,travis zariwny,98 min,98.0,,"horror movies, thrillers",6,r,2016,s6398,cabin fever,movie,2019,netflix
"dick strawbridge, william hardie",europe,united kingdom,missing,2018-09-15,15,"engineer dick strawbridge and craftsman will hardie tour eight unique cabins built for a pop-up hotel in wales, and construct no. 9 on their own.",20,missing,1 season,,1.0,"british tv shows, international tv shows, reality tv",9,tv-pg,2017,s6399,cabins in the wild with dick strawbridge,tv show,2018,netflix
"chicco jerikho, abdurrahman arif, jajang c. noer, ridho hafiedz, leo maitimu, shafira umm, glenn fredly, aufa assagaf, burhanuddin ohorella, bebeto leutually",asia,indonesia,missing,2018-10-05,5,"after witnessing a child’s death during a violent clash, a former soccer player launches a youth team to help local kids avoid further bloodshed.",57,angga dwimas sasongko,151 min,151.0,,"dramas, international movies, sports movies",10,tv-14,2014,s6400,cahaya dari timur beta maluku,movie,2018,netflix
"muriel santa ana, peto menahem, héctor díaz, sebastián wainraich, karina k., hernán jiménez, fabián forte, verónica intile",south america,argentina,missing,2017-01-20,20,"when julia literally falls into alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together.",12,néstor sánchez sotelo,78 min,78.0,,"comedies, international movies, romantic movies",1,tv-ma,2016,s6401,caida del cielo,movie,2017,netflix
"aamina sheikh, sanam saeed, adnan malik, mohammad ahmad, beo rana zafar, faris khalid, hira hussain, mikaal zulfiqar",multi-continent,"united kingdom, pakistan",missing,2019-05-15,15,"when their aging father’s illness reunites two sisters under one roof, new tensions arise between them as old wounds and hidden secrets surface.",16,asim abbasi,125 min,125.0,,"comedies, dramas, international movies",5,tv-ma,2018,s6403,cake,movie,2019,netflix
"akanksha puri, avani modi, kyra dutt, ruhi singh, satarupa pyne, mita vashisht, keith sequeira, deepak wadhwa, indraneil sengupta, vikram sakhalkar",asia,india,missing,2017-10-15,15,five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour.,33,madhur bhandarkar,126 min,126.0,,"dramas, international movies",10,tv-14,2015,s6404,calendar girls,movie,2017,netflix
"georgie fuller, jessica hinds-mingo, mayumi kawai, sarah sumeray, alix macey, jenna sharpe",missing,missing,missing,2018-11-01,1,the adorable residents of sylvanian village always have lots of fun with their friends and families!,10,missing,1 season,,1.0,kids' tv,11,tv-y,2018,s6405,calico critters,tv show,2018,netflix
missing,missing,missing,missing,2018-11-01,1,freya heads into town with her mother for a very special occasion: a dress designed by her sister stella is going to be in a fashion show!,22,momoko kamiya,11 min,11.0,,children & family movies,11,tv-y,2017,s6406,calico critters: a town of dreams,movie,2018,netflix
missing,missing,missing,missing,2018-11-01,1,freya and her friends inspire the mayor to put on a competition at the fete to pick the loveliest thing in sylvanian village.,22,momoko kamiya,22 min,22.0,,children & family movies,11,tv-y,2017,s6407,calico critters: the treasure of calico village,movie,2018,netflix
"rodrigo de la serna, sergio hernández, mercedes morán, muriel santa ana, alex brendemühl, maximilian dirr, andres gil, marco di tieri",europe,italy,missing,2016-12-16,16,"on his path to becoming pope francis, father jorge bergoglio pursues his religious vocation in a country ravaged by a brutal military dictatorship.",11,missing,1 season,,1.0,"international tv shows, spanish-language tv shows, tv dramas",12,tv-14,2016,s6408,call me francis,tv show,2016,netflix
"sara maldonado, erik hayser, andrés palacios, dagoberto gama, luis ernesto franco, arcelia ramírez, eréndira ibarra",north america,"mexico, united states",missing,2017-02-01,1,"inspired by the famous song ""contrabando y traición,"" camelia, a beautiful girl from san antonio, kills her lover and becomes a legendary drug runner.",37,carlos bolado,1 season,,1.0,"crime tv shows, romantic tv shows, spanish-language tv shows",2,tv-14,2014,s6409,camelia la texana,tv show,2017,netflix
"john larroquette, john rhys-davies, paul ben-victor, david james elliott, laura silverman, cheryl ladd, justin lieberman, maddie mccormick",north america,united states,missing,2017-08-20,20,"with the digital revolution just around the corner, the employees of bibideaux camera store strive to stay relevant amid unstoppable change.",19,scott marshall smith,104 min,104.0,,"comedies, dramas",8,tv-ma,2016,s6410,camera store,movie,2017,netflix
"connor rosen, logan shroyer, michael gross, markie post, leigh-allyn baker, juliocesar chavez, tyree brown",north america,united states,missing,2018-01-01,1,"a young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life.",12,lisa arnold,104 min,104.0,,"children & family movies, comedies, dramas",1,tv-g,2017,s6411,camp cool kids,movie,2018,netflix
missing,north america,canada,missing,2019-02-01,1,"established during world war ii, north america's first secret agent training school – known as camp x – paved the way for present-day espionage.",61,missing,1 season,,1.0,docuseries,2,tv-ma,2014,s6412,camp x,tv show,2019,netflix
"kristen stewart, peyman moaadi, john carroll lynch, lane garrison, joseph julian soria, ser'darius blain, cory michael smith, julia duffy",north america,united states,missing,2017-01-14,14,"fresh army recruit amy cole is assigned to guantanamo bay's camp x-ray, where she forms a surprising bond with one of the prisoners in her charge.",36,peter sattler,117 min,117.0,,"dramas, independent movies",1,r,2014,s6413,camp x-ray,movie,2017,netflix
"sung jun, so-min jung, sung-min kim, ae-yeon jeong, mi-sook lee, eun-sook sunwoo, seok-woo kang, young-kwang kim, han groo, jin-soo kim",asia,south korea,missing,2017-05-22,22,"on the cusp of marriage or divorce, four couples consider the meaning of love, sharing a life, meddling families and the weight of their commitment.",64,missing,1 season,,1.0,"international tv shows, korean tv shows, romantic tv shows",5,tv-14,2012,s6414,can we get married?,tv show,2017,netflix
"jean-michel correia, yasin houicha, pedro casablanc, christophe paou, kate moran, santi pons",europe,france,missing,2016-12-15,15,"when a huge marijuana shipment falls prey to thieves, the aftermath touches players from all ranks of the drug trade between morocco and europe.",11,missing,1 season,,1.0,"crime tv shows, international tv shows, tv dramas",12,tv-ma,2016,s6417,cannabis,tv show,2016,netflix
missing,multi-continent,"france, new zealand",missing,2020-09-08,8,"based on economist thomas piketty's best-selling book, this documentary examines wealth accumulation and its looming social repercussions.",20,justin pemberton,103 min,103.0,,documentaries,9,tv-14,2019,s6418,capital in the twenty-first century,movie,2020,netflix
"dharmajan bolgatty, aneesh menon, sunil sukhada, anita lukmance, kottayam pradeep, natasha doshi, hareesh perumanna, sharanya, vineeth mohan, sudhi koppa",asia,india,missing,2018-07-01,1,"richi is a director of commercials whose computer memory drive is accidentally switched with that of sneha, a woman he soon falls in love with.",18,noushad,126 min,126.0,,"comedies, dramas, international movies",7,tv-pg,2017,s6419,cappuccino,movie,2018,netflix
"john connors, fionn walton, kierston wareing, paul alwright, ryan lincoln, jimmy smallhorne, toni o'rourke, fionna hewitt-twamley, stephen clinch, ciaran mccabe",europe,ireland,missing,2018-09-15,15,"a low-level drug dealer decides to move up the ranks of the illegal narcotics trade in darndale, dublin, putting him and his gang on a violent path.",32,mark o'connor,92 min,92.0,,"dramas, international movies",9,tv-ma,2016,s6420,cardboard gangsters,movie,2018,netflix
"david lodge, patty mattson, doug erholtz, stephanie sheh, nayo wallace, michael sinterniklaas, michaela dean",north america,united states,missing,2019-08-02,2,"nestled in a faraway cloud is a rainbow-colored world called care-a-lot, home to the magical care bears who each have a special talent.",91,missing,1 season,,1.0,kids' tv,8,tv-y,2012,s6421,care bears: welcome to care-a-lot,tv show,2019,netflix
"cate blanchett, rooney mara, sarah paulson, kyle chandler, jake lacy, john magaro, cory michael smith, carrie brownstein, kevin crowley, nik pajic",multi-continent,"united kingdom, united states, australia",missing,2020-10-20,20,"in the 1950s, a glamorous married woman and an aspiring photographer embark on a passionate, forbidden romance that will forever change their lives.",69,todd haynes,119 min,119.0,,"dramas, lgbtq movies, romantic movies",10,r,2015,s6423,carol,movie,2020,netflix
"will ferrell, gael garcía bernal, diego luna, genesis rodriguez, pedro armendáriz jr., nick offerman, efren ramirez, adrian martinez",north america,"united states, mexico",missing,2012-11-14,14,will ferrell stars as a spanish-speaking cowboy in this comedy about a mexican clan trying to rescue their ranch from greedy creditors.,10,matt piedmont,84 min,84.0,,comedies,11,r,2012,s6426,casa de mi padre,movie,2012,netflix
"minami takayama, alison retzloff, wakana yamazaki, colleen clinkenbeard, akira kamiya, r. bruce elliott, wataru takagi, chafurin, mark stoddard",asia,japan,missing,2019-01-04,4,"turned into a young boy by a sinister potion, teen sleuth conan helps solve baffling crimes while tracking down the nefarious agents who poisoned him.",48,missing,1 season,,1.0,"anime series, crime tv shows, tv thrillers",1,tv-14,2015,s6427,case closed,tv show,2019,netflix
"chaiyapol pupart, jintanutda lummakanon, worrawech danuwong, ornjira lamwilai, yong armchair, keerati mahapreukpong, akarat nimitchai, kornpassorn duaysianklao, nattapong chartpong",missing,missing,missing,2018-09-07,7,"as four couples with different lifestyles go through the ebbs and flows of joy and sorrow, each must learn how to live a good life.",44,missing,1 season,,1.0,"international tv shows, romantic tv shows, tv comedies",9,tv-ma,2015,s6431,castle of stars,tv show,2018,netflix
missing,multi-continent,"china, germany, india, united states",missing,2016-04-22,22,this documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the united states.,15,shalini kantayya,74 min,74.0,,documentaries,4,tv-14,2015,s6433,catching the sun,movie,2016,netflix
"james marsden, nick nolte, christina applegate, katt williams, bette midler, neil patrick harris, sean hayes, wallace shawn, roger moore, joe pantoliano, michael clarke duncan, chris o'donnell, jack mcbrayer, kiernan shipka",multi-continent,"united states, australia",missing,2019-02-01,1,cats and dogs must set aside their differences and merge animal instincts when kitty galore decides to claw her way to global domination.,109,brad peyton,82 min,82.0,,"children & family movies, comedies",2,pg,2010,s6434,cats & dogs: the revenge of kitty galore,movie,2019,netflix
missing,north america,canada,missing,2019-01-07,7,"this fun, charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned canada’s top cat.",12,"aaron hancox, michael mcnamara",75 min,75.0,,"documentaries, international movies",1,tv-pg,2018,s6435,catwalk: tales from the cat show circuit,movie,2019,netflix
"heidi toini, benjamin helstad, mads sjogard pettersen, ingar helge gimle",europe,norway,missing,2017-06-15,15,"torn between old camaraderie and recent tensions, three ex-soldiers reunite to explore a deadly cave but soon discover terror beyond all expectations.",17,henrik martin dahlsbakken,77 min,77.0,,"action & adventure, international movies, thrillers",6,tv-ma,2016,s6436,cave,movie,2017,netflix
p.k. nair,asia,india,missing,2017-04-01,1,"this documentary chronicles the philosophy and life's work of archivist p.k. nair, who made a mission of preserving indian cinema’s rich history.",63,shivendra singh dungarpur,156 min,156.0,,"documentaries, international movies",4,tv-pg,2012,s6437,celluloid man,movie,2017,netflix
om puri,asia,india,missing,2018-11-01,1,"with a horde of enemy invaders bearing down, four sons of an illustrious sikh guru lead a tiny but valiant army into a desperate fight for freedom.",58,harry baweja,126 min,126.0,,"dramas, faith & spirituality, international movies",11,tv-pg,2014,s6439,chaar sahibzaade,movie,2018,netflix
nagesh bhonsle,asia,india,missing,2018-03-15,15,"after her fat-shaming husband brings home a new lover, a wife in maharashtra recruits a group of women to challenge him in a kabaddi match.",98,aatmaram dharne,129 min,129.0,,"comedies, dramas, international movies",3,tv-14,2010,s6440,chal dhar pakad,movie,2018,netflix
"syra shehroz, kent s. leung, osama tahir, mansha pasha, zhalay sharhadi, faris khalid, behroze sabzwari, shamim hilaly",asia,pakistan,missing,2018-05-15,15,beautiful and adventurous doctor resham meets a handsome chinese backpacker named adam while traveling with friends on a journey of self-discovery.,16,umer adil,118 min,118.0,,"comedies, dramas, international movies",5,tv-14,2017,s6442,chalay thay saath,movie,2018,netflix
k.g. chandani renuka ratnayake,multi-continent,"germany, sri lanka",missing,2017-03-01,1,a girl who wants to be an elephant driver like her father is given the chance to raise a calf and becomes even more determined when it's taken away.,86,arne birkenstock,87 min,87.0,,"documentaries, international movies",3,tv-g,2010,s6443,chandani: the daughter of the elephant whisperer,movie,2017,netflix
"mary beth hurt, rachel brosnahan, aidan quinn, olympia dukakis, m. emmet walsh, peter gerety, macy gray, satya bhabha",north america,united states,missing,2020-03-01,1,"when a secretive woman breezes into a quiet town, her subdued neighbors get swept up in curiosity over her ethereal presence.",26,dianne dreyer,95 min,95.0,,dramas,3,pg,2018,s6444,change in the air,movie,2020,netflix
"chicco jerikho, pevita pearce",asia,indonesia,missing,2019-01-05,5,"spanning the 1970s, ‘80s and ‘90s, this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving indonesia.",36,garin nugroho,86 min,86.0,,"dramas, international movies, romantic movies",1,tv-14,2016,s6445,chaotic love poems,movie,2019,netflix
"jason clarke, kate mara, ed helms, bruce dern, jim gaffigan, olivia thirlby, clancy brown, taylor nichols, john fiore",multi-continent,"united states, sweden",missing,2018-10-01,1,senator ted kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.,21,john curran,106 min,106.0,,dramas,10,pg-13,2017,s6446,chappaquiddick,movie,2018,netflix
"ali zafar, siddharth, divyendu sharma, tapsee pannu, rishi kapoor, anupam kher, bharati achrekar, varun dhawan, lillete dubey, ayaz khan, ashish verma",asia,india,missing,2017-05-01,1,"when pretty new neighbor seema falls for their shy roommate sid, jealous womanizers omi and jai plot to break up the new lovebirds.",52,david dhawan,121 min,121.0,,"comedies, international movies, music & musicals",5,tv-pg,2013,s6450,chashme buddoor,movie,2017,netflix
cyril chauquet,north america,canada,missing,2017-12-15,15,adventurer cyril chauquet seeks out the most colossal and dangerous underwater creatures around the world in this adrenaline-packed series.,23,missing,2 seasons,,2.0,"docuseries, reality tv, science & nature tv",12,tv-pg,2016,s6452,chasing monsters,tv show,2017,netflix
"donnie yen, andy lau, philip keung, kent cheng, wilfred lau, ken tong, yu kang",asia,"hong kong, china",missing,2018-04-19,19,"in corrupt, british-colonized hong kong, a mainland chinese immigrant rises to the top of the city's drug underworld with the help of a notorious cop.",15,"wong jing, jason kwan",129 min,129.0,,"action & adventure, dramas, international movies",4,tv-ma,2017,s6453,chasing the dragon,movie,2018,netflix
"denzel washington, bill clinton, ravi coltrane, common, benny golson, jimmy heath, wynton marsalis, sonny rollins, carlos santana, cornel west",north america,united states,missing,2017-11-13,13,"featuring interviews, insights and archival footage, this documentary aims to reveal how historical events shaped the music of john coltrane.",22,john scheinfeld,99 min,99.0,,"documentaries, music & musicals",11,tv-pg,2016,s6454,chasing trane,movie,2017,netflix
"suvinder vikky, rajbir kaur, gurpreet kaur bhangu, taranjit singh, harleen kaur, kanwaljeet singh, harnek aulakh, tejpal singh, gulshan saggi",multi-continent,"india, france",missing,2017-02-01,1,related tales of a family seeking refuge and two men on a train to amritsar evoke the dreadful unease surrounding hindu-sikh tensions in 1980s punjab.,25,gurvinder singh,116 min,116.0,,"dramas, independent movies, international movies",2,tv-14,2015,s6455,chauthi koot,movie,2017,netflix
melanie vallejo,oceania,australia,missing,2017-12-01,1,couples on a tiny budget try to ensure that the day of their wedding turns out to be the magical experience they always dreamed it would be.,23,missing,1 season,,1.0,"international tv shows, reality tv",12,tv-14,2016,s6456,cheapest weddings,tv show,2017,netflix
"seong-joo kim​, jung-hwan ahn",asia,south korea,missing,2017-08-04,4,the best chefs of korea go head-to-head to create impromptu dishes that feature ingredients found inside the guest stars' very own refrigerators.,7,missing,2 seasons,,2.0,"international tv shows, korean tv shows, reality tv",8,tv-pg,2017,s6458,chef & my fridge,tv show,2017,netflix
"ingrid bolsø berdal, dimitri diatchenko, olivia taylor dudley, devin kelley, jesse mccartney, nathan phillips, jonathan sadowski, alex feldman, kristof konrad, pasha d. lychnikoff",north america,united states,missing,2018-08-01,1,"a group of kids takes an illegal tour through an abandoned city near chernobyl, where mysterious humanoid forms begin to haunt their steps...",79,bradley parker,88 min,88.0,,"horror movies, thrillers",8,r,2012,s6459,chernobyl diaries,movie,2018,netflix
"michaela coel, john macmillan, robert lonsdale, danielle walters, kadiff kirwan, susan wokoma, shola adewusi, sarah hoare, abby rakic-platt, maggie steed, olisa odele",europe,united kingdom,missing,2017-04-04,4,"the virginal tracey, who was raised in a strictly religious tower hamlets flat, is ready to realize her potential. and the first step is having sex.",3,missing,2 seasons,,2.0,"british tv shows, international tv shows, romantic tv shows",4,tv-ma,2017,s6461,chewing gum,tv show,2017,netflix
"julie tejwani, sabina malik, jigna bharadhwaj, rupa bhimani, lalit agarwal, rajesh shukla, disha, rajesh kawa, raju",missing,missing,missing,2019-05-10,10,"finally released after being trapped in an ancient book for centuries, a wicked warrior sets out to conquer dholakpur – but not if bheem can help it!",16,"sidheswar shukla, asit mohapatra",63 min,63.0,,movies,5,tv-y7,2018,s6462,chhota bheem aur kaala yodha,movie,2019,netflix
"julie tejwani, sabina malik, jigna bharadhwaj, rupa bhimani, lalit agarwal, rajesh shukla, disha, rajesh kawa, raju",missing,missing,missing,2019-05-10,10,"bheem and king indraverma travel to rome for a trading venture, but when the king of a neighboring land attacks, can bheem’s wile and wit save the day?",16,"asit mohapatra, shyamal chaulia",62 min,62.0,,children & family movies,5,tv-y7,2018,s6463,chhota bheem ka romani adventure,movie,2019,netflix
"julie tejwani, sabina malik, jigna bharadhwaj, rupa bhimani, lalit agarwal, rajesh shukla, disha, rajesh kawa, raju",missing,missing,missing,2019-05-10,10,trolls kidnap the king's daughters and overtake the kingdom of messina. can bheem track them down and bring the princesses home?,16,"shyamal chaulia, asit mohapatra",62 min,62.0,,movies,5,tv-y7,2018,s6464,chhota bheem ka troll se takkar,movie,2019,netflix
"sonal kaushal, rupa bhimani, jigna bharadhwaj, sabina malik, julie tejwani, rajesh kava, vaibhav thakkar, samriddhi shuklaa, aditya raj sharma, vinod kulkarni",asia,india,missing,2019-08-15,15,chhota bheem is in china for a martial arts competition but his real challenge: to save the emperor’s daughter from being kidnapped by the villain zuhu!,7,"rajiv chilaka, binayak das",112 min,112.0,,children & family movies,8,tv-y7,2019,s6465,chhota bheem kungfu dhamaka,movie,2019,netflix
"anuranjan premji, indrans, dharmajan bolgatty, sudhi koppa, bijukuttan, neha rathanakaran, prasanth",asia,india,missing,2018-07-01,1,"in the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done.",18,anuranjan premji,113 min,113.0,,"comedies, international movies",7,tv-14,2017,s6466,chicken kokkachi,movie,2018,netflix
"taiwo obileye, joke silva, falz the bahd guy, dakore akande, funke akindele, zainab balogun, shaffy bello, ini edo, linda ihuoma-suleiman, mawuli gavor, richard mofe-damijo, rachael oniga, nkem owoh, patience ozokwor",africa,nigeria,missing,2019-03-15,15,"when a wealthy patriarch unexpectedly drops dead, his money-crazed family, friends and staff scramble for his billionaire fortune.",14,niyi akinmolayan,98 min,98.0,,"comedies, dramas, international movies",3,tv-ma,2018,s6468,chief daddy,movie,2019,netflix
"li dong xue, mike tyson, steven seagal, janicke askevold, li ai, eriq ebouaney, clovis fouin, wang zijian",asia,china,missing,2018-09-24,24,a chinese engineer travels to a war-torn african country to rebuild its telecommunications but instead finds massive corruption and explosive danger.,20,tan bing,111 min,111.0,,"action & adventure, international movies",9,tv-ma,2017,s6471,china salesman,movie,2018,netflix
chingo bling,missing,missing,missing,2017-06-01,1,"on point and larger than life, rapper and stand-up comic chingo bling gathers his funniest friends for a rambunctious take on tex-mex culture.",5,luis lopez,63 min,63.0,,stand-up comedy,6,tv-ma,2017,s6472,chingo bling: they can't deport us all,movie,2017,netflix
"manoj bajpayee, barry john, delzad hiwale, vega tamotia, nawazuddin siddiqui, rajkummar rao, jaideep ahlawat, vijay varma, dibyendu bhattacharya",multi-continent,"united states, india, bangladesh",missing,2018-01-01,1,"in the turbulent 1930s of british colonial india, a teenager joins a ragtag army of schoolboys determined to overthrow their foreign conquerors.",72,bedabrata pain,105 min,105.0,,"dramas, independent movies, international movies",1,nr,2012,s6473,chittagong,movie,2018,netflix
chris brown,north america,united states,missing,2017-10-07,7,"featuring interviews, concert footage and behind-the-scenes access, this documentary delivers fans an all-access look at the life of chris brown.",9,andrew sandler,80 min,80.0,,"documentaries, music & musicals",10,tv-ma,2017,s6476,chris brown: welcome to my life,movie,2017,netflix
"lacey chabert, jonathan patrick moore, saidah arrika ekulona, stephen tobolowsky, john o'hurley, david keith, morgan fairchild, corbin bernsen",north america,united states,missing,2019-06-06,6,a career woman who has everything but romance finds her values challenged when she starts dating a good man she met on a christian matchmaking site.,65,corbin bernsen,99 min,99.0,,"comedies, faith & spirituality, romantic movies",6,pg,2014,s6477,christian mingle,movie,2019,netflix
missing,north america,united states,missing,2018-09-30,30,"a contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. cnn's christiane amanpour reports.",8,missing,1 season,,1.0,docuseries,9,tv-ma,2018,s6478,christiane amanpour: sex & love around the world,tv show,2018,netflix
"rachel boston, jonathan bennett, jon prescott, sunny mabrey, julia voth, elizabeth lauren hoffman, eileen april boylan, josh crotty",north america,"canada, united states",missing,2019-11-04,4,twentysomething georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion.,94,marita grabiak,87 min,87.0,,"comedies, romantic movies",11,tv-pg,2012,s6479,christmas crush,movie,2019,netflix
"sarah lancaster, barry corbin, alan powell, jill wagner, danny vinson, gregory alan williams, rebecca koon, brett rice",north america,united states,missing,2019-03-01,1,"in the smoky mountains, an ambitious woman works to save her family's historic berry farm as her ex, a country music star, returns to town.",50,gary wheeler,88 min,88.0,,"children & family movies, dramas, romantic movies",3,tv-g,2015,s6480,christmas in the smokies,movie,2019,netflix
"ewan mcgregor, hayley atwell, bronte carmichael, mark gatiss, jim cummings, brad garrett, nick mohammed, peter capaldi",north america,united states,missing,2019-03-05,5,"now a careworn middle-aged man, christopher robin goes on a familiar adventure when his old pal winnie the pooh brings him to the hundred acre wood.",14,marc forster,104 min,104.0,,"children & family movies, comedies, dramas",3,pg,2018,s6482,christopher robin,movie,2019,netflix
missing,asia,malaysia,missing,2017-11-15,15,"on the island of rocky perch, security company owner chuck adoodledoo and his friends provide kung fu-style protection for their fellow bird citizens.",10,missing,1 season,,1.0,kids' tv,11,tv-y7,2017,s6484,chuck chicken,tv show,2017,netflix
"ahsan khan, neelam muneer, faizan khawaja, ali rizvi, vajdaan shah, zayed sheikh, talat hussain, javed sheikh",asia,pakistan,missing,2019-01-15,15,"the lives of five hapless, petty criminals careen into madcap disarray when their plan to abduct a wealthy minister’s son goes horribly wrong.",24,mohsin ali,118 min,118.0,,"comedies, international movies",1,tv-14,2017,s6485,chupan chupai,movie,2019,netflix
missing,europe,united kingdom,missing,2017-10-01,1,"this series explores the magnitude and scale of modern air travel, and the challenges faced by those responsible for its smooth functioning.",21,missing,1 season,,1.0,"british tv shows, docuseries, science & nature tv",10,tv-pg,2016,s6488,city in the sky,tv show,2017,netflix
