type,country,date_added,month,day,year,release_year,rating,duration_min,duration_season,difference,continent,country_cleaned,duration,listed_in,description,show_id,director,cast,title
Movie,"United Kingdom, United States, Spain, Germany, Greece, Canada",2016-01-28,1,28,2016,2011,TV-PG,52,NA,60,Multi-Continent,"['United Kingdom', ' United States', ' Spain', ' Germany', ' Greece', ' Canada']",52 min,Movies,"Collecting highlights from the epic documentary series that explores the entire polar year and the inhabitants, from the north to the south.",s6813,,David Attenborough,Frozen Planet: The Epic Journey
Movie,"Canada, United States",2016-09-01,9,1,2016,2015,TV-PG,88,NA,20,North America,"['Canada', ' United States']",88 min,"Children & Family Movies, Dramas, Sports Movies","After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics.",s6815,Sean Cisterna,"Jennifer Beals, Ana Golja, Art Hindle, Jake Epstein, Ramona Milano, Trevor Tordjman, Lamar Johnson, Asha Bromfield, Sarah Fisher",Full Out
Movie,United States,2018-01-01,1,1,2018,2016,TV-MA,106,NA,24,North America,['United States'],106 min,Documentaries,"This documentary explores the challenging, transformative world of high-intensity fitness programs through the eyes of the people who've embraced them.",s6816,Bob Rose,,Functional Fitness
Movie,Vietnam,2019-09-25,9,25,2019,2019,TV-MA,97,NA,8,Asia,['Vietnam'],97 min,"Action & Adventure, Dramas, International Movies","When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors.",s6817,Le Van Kiet,"Ngo Thanh Van, Phan Thanh Nhien, Mai Cat Vi, Thanh Hoa, Pham Anh Khoa",Furie
Movie,"United States, United Kingdom",2019-04-24,4,24,2019,2017,TV-MA,88,NA,27,Multi-Continent,"['United States', ' United Kingdom']",88 min,"Dramas, Thrillers","Kyle helps people disappear, but when a crazed killer starts hunting down his latest client, he has to decide what he's willing to do to keep her safe.",s6818,Adam Del Giudice,"Aaron Stanford, Teri Reeves, Sean Patrick Flanery, Forrest Fyre, Steven Michael Quezada, Paul Blott, Travis Hammer, Ryan Begay, Jermaine Washington, Vincent McDaniel",Furthest Witness
Movie,"Brazil, France",2018-11-09,11,9,2018,2017,TV-MA,132,NA,22,Multi-Continent,"['Brazil', ' France']",132 min,"Dramas, Independent Movies, International Movies","In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?",s6820,Fellipe Barbosa,"João Pedro Zappa, Caroline Abras, Alex Alembe, Leonard Siampala, Tony B. Lesika, John Goodluck, Rashidi Athuman, Toney Montana, George Ngandu, Rhosinah Sekeleti, Luke Mpata, Lewis Gadson, Manuela Pacq",Gabriel and the Mountain
TV Show,India,2018-06-01,6,1,2018,2018,TV-14,NA,1,5,Asia,['India'],1 Season,"International TV Shows, TV Dramas","Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination .",s6821,,"Amol Parashar, Harleen Sethi, Chaitanya Sharma, Priya Malik, Pratik Dixit",Gabru: Hip Hop Revolution
Movie,Russia,2017-09-15,9,15,2017,2013,TV-14,108,NA,56,Europe,['Russia'],108 min,"Dramas, International Movies",This biopic of Russian cosmonaut Yuri Gagarin follows his rise from childhood poverty to his selection and training for the 1961 Vostok mission.,s6822,Pavel Parkhomenko,"Yaroslav Zhalnin, Mikhail Filippov, Olga Ivanova, Vadim Michman, Vladimir Steklov, Viktor Proskurin, Nadezhda Markina, Daniil Vorobyov",Gagarin: First in Space
TV Show,United States,2016-09-07,9,7,2016,2016,TV-PG,NA,2,8,North America,['United States'],2 Seasons,"TV Action & Adventure, TV Comedies","In a time of legend, Galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy.",s6823,,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David, Luke Youngblood",Galavant
Movie,Indonesia,2018-09-15,9,15,2018,2017,TV-PG,111,NA,20,Asia,['Indonesia'],111 min,"Dramas, International Movies, Romantic Movies",Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.,s6824,Lucky Kuswandi,"Refal Hady, Sheryl Sheinafia, Ayu Dyah Pasha, Joko Anwar, Hengky Tarnando, Marissa Anita, Sari Koeswoyo",Galih dan Ratna
TV Show,India,2017-04-15,4,15,2017,2014,TV-PG,NA,1,39,Asia,['India'],1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","Training a keen eye on hot-button political topics, this variety show features stand-up comedy, sketches and sarcastic celebrity impersonations.",s6826,,"Ragini Khanna, Mandira Bedi, Tanishaa Mukerji",Gangs of Hassepur
TV Show,Japan,2016-12-01,12,1,2016,2013,TV-PG,NA,1,47,Asia,['Japan'],1 Season,"Anime Series, International TV Shows","After falling through a wormhole, a space-dwelling teen mecha pilot awakes to find himself amid the inhabitants of a strange planet called ... Earth.",s6828,,"Kaito Ishikawa, Hisako Kanemoto, Ai Kayano, Kana Asumi, Shizuka Ito, Sayaka Ohara, Katsuyuki Konishi, Yuka Terasaki, Yuki Ono, Tomokazu Sugita, Ayumi Fujimura, Alan Lee, Cassandra Morris, Natalie Hoover, Janice Kawaye, Laura Post, Julie Ann Taylor, Patrick Seitz, Michelle Ruff, Marc Diraison, Matthew Mercer, Karen Strassman",Gargantia on the Verdurous Planet
Movie,Indonesia,2018-11-30,11,30,2018,2011,TV-PG,95,NA,94,Asia,['Indonesia'],95 min,"Children & Family Movies, Dramas, Sports Movies",A young soccer player sets out to prove he can lead his team to a championship – but being a winner is about more than just talent.,s6830,Rudy Soedjarwo,"Emir Mahira, Aldo Tansani, Maudy Koesnaedi, Ramzi, Rio Dewanto, Monica Sayangbati, Rendy Khrisna",Garuda in My Heart 2
Movie,"Japan, United States",2018-12-10,12,10,2018,2016,TV-MA,107,NA,35,Multi-Continent,"['Japan', ' United States']",107 min,"Horror Movies, Thrillers",Developers looking for a location to build a resort on Saipan stumble into a subterranean bunker from WWII where an evil force lies in wait.,s6831,Hiroshi Katagiri,"Eva Swan, Simon Phillips, Justin Gordon, Doug Jones, Lance Henriksen, Matthew Edward Hegstrom, Patrick Gorman, Sean Sprawling, Masashi Odate",Gehenna: Where Death Lives
Movie,India,2017-12-15,12,15,2017,2016,TV-MA,118,NA,23,Asia,['India'],118 min,"Dramas, International Movies",A Punjabi woman who works on a farm must endure the difficulties of living in an oppressive class-based society and a dysfunctional community.,s6832,Manbhavan Singh,"Jaspinder Cheema, Pavan Malhotra, Gurjit Singh, Dilawar Sidhu, Aditya Sharma, Raj Dhaliwal",Gelo
Movie,India,2018-07-01,7,1,2018,2018,TV-PG,130,NA,6,Asia,['India'],130 min,Dramas,"Despite growing up with traits that set her apart from her peers, a young adopted girl discovers her gift when she takes an interest in spelling bees.",s6833,P.K. Baaburaaj,"Esther Anil, Sijoy Varghese, Renji Panicker, Thanusree Ghosh, Sasi Kalinga, Kishore Sathya, Sethu Lakshmi, Rosin Jolly",Gemini
Movie,United States,2018-02-01,2,1,2018,2017,TV-PG,90,NA,13,North America,['United States'],90 min,"Documentaries, LGBTQ Movies","Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences.",s6834,,Katie Couric,Gender Revolution: A Journey with Katie Couric
TV Show,United Kingdom,2017-08-01,8,1,2017,2015,TV-PG,NA,1,31,Europe,['United Kingdom'],1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius.",s6835,,Bettany Hughes,Genius of the Ancient World
TV Show,United Kingdom,2017-08-01,8,1,2017,2016,TV-PG,NA,1,19,Europe,['United Kingdom'],1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes explores the intellectual landscapes that helped shape the work of Karl Marx, Friedrich Nietzsche and Sigmund Freud.",s6836,,Bettany Hughes,Genius of the Modern World
TV Show,Sweden,2016-06-01,6,1,2016,2016,TV-MA,NA,1,5,Europe,['Sweden'],1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows","Now on the run, a writer relates his previous year's escapades when he got sucked into the thrilling, sordid orbit of boxer and jazz man Henry Morgan.",s6837,,"David Dencik, Ruth Vega Fernandez, David Fukamachi Regnfors, Sverrir Gudnason, Andreas Kundler, Sven Nordin, Boman Oscarsson, Lars Green, Sebastian Sporsén, Amanda Ooms, Magnus Krepper, Peter Carlberg, Peter Bergared, Christopher Wagelin, Lars Helander, Emilie Jonsson",Gentlemen and Gangsters
TV Show,"Italy, Canada, France",2017-12-31,12,31,2017,2011,TV-Y,NA,1,83,Multi-Continent,"['Italy', ' Canada', ' France']",1 Season,"Kids' TV, TV Comedies","With the help of brainy and adventurous sidekicks, New Mouse City's favorite journalist investigates mysteries that take him around the world,",s6839,Guy Vasilovich,"Brian Drummond, Erin Mathews, Richard Ian Cox, Sarah Edmondson, Moneca Stori",Geronimo Stilton
Movie,United States,2020-01-16,1,16,2020,2010,R,109,NA,120,North America,['United States'],109 min,"Comedies, Music & Musicals",Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.,s6840,Nicholas Stoller,"Jonah Hill, Russell Brand, Elisabeth Moss, Rose Byrne, Colm Meaney, Sean ""P. Diddy"" Combs, Aziz Ansari, Carla Gallo, Nick Kroll, Kristen Schaal",Get Him to the Greek
Movie,"United Kingdom, United States",2014-12-12,12,12,2014,2014,PG,103,NA,11,Multi-Continent,"['United Kingdom', ' United States']",103 min,"Children & Family Movies, Comedies","When Santa gets arrested for trespassing after crashing his sleigh, it's up to a father-son team to spring him from jail and save Christmas.",s6841,Christopher Smith,"Jodie Whittaker, Warwick Davis, Jim Broadbent, Stephen Graham, Nonso Anozie, Rafe Spall, Ewen Bremner, Matt King",Get Santa
TV Show,United States,2018-11-01,11,1,2018,2017,TV-MA,NA,1,22,North America,['United States'],1 Season,"Crime TV Shows, TV Comedies, TV Dramas",Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.,s6842,,"Ray Romano, Chris O'Dowd",Get Shorty
Movie,"Thailand, United States",2017-12-31,12,31,2017,2017,TV-MA,100,NA,11,Multi-Continent,"['Thailand', ' United States']",100 min,Horror Movies,"While visiting the site of a supernatural shrine in the Thai countryside, a vacationing couple unwittingly upsets a vengeful demon.",s6846,Rich Ragsdale,"Scout Taylor-Compton, James Landry Hébert, Mark Boone Junior, Michael S. New, Russell Geoffrey Banks, Rich Lee Gray, Elana Krausz, Kevin Ragsdale, Wen-Chu Yang, Katrina Grey",Ghost House
Movie,Japan,2019-02-24,2,24,2019,2013,TV-MA,58,NA,73,Asia,['Japan'],58 min,"Action & Adventure, Anime Features, International Movies","World War IV is over, but a bomb has gone off in Newport City, killing a major arms dealer who may have ties with the mysterious 501 Organization.",s6847,"Kazuchika Kise, Masahiko Murata","Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Yoji Ueda, Miyuki Sawashiro, Mayumi Asano, Takanori Hoshino, Yasuhiro Mamiya, Kenji Nojima",Ghost Pain
Movie,Japan,2019-02-24,2,24,2019,2014,TV-MA,58,NA,61,Asia,['Japan'],58 min,"Action & Adventure, Anime Features, International Movies","As Motoko and Batou attempt to thwart a mysterious terrorist group, Togusa tracks the killer of a man with a prosthetic leg made by Mermaid's Leg.",s6849,Kazuchika Kise,"Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Shunsuke Sakuya, Takuro Nakakuni, Yoji Ueda, Kazuya Nakai, Miyuki Sawashiro, Tatsuhisa Suzuki",Ghost Tears
TV Show,United States,2019-10-02,10,2,2019,2012,TV-14,NA,1,93,North America,['United States'],1 Season,Reality TV,"Two history buffs with an eye for valuables traverse through forgotten mines and abandoned landmarks in the wild, wild West to score collectibles.",s6850,,"Brit Eaton, Scott Glaves",Ghost Town Gold
Movie,Japan,2019-02-24,2,24,2019,2013,TV-14,56,NA,73,Asia,['Japan'],56 min,"Action & Adventure, Anime Features, International Movies","Freed of her responsibilities for the 501 Organization, Motoko must now learn how to take orders from Aramaki.",s6851,Kazuchika Kise,"Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tomoyuki Dan, Takuro Nakakuni, Yoji Ueda, Kazuya Nakai, Miyuki Sawashiro, Ikuya Sawaki, Takako Fuji",Ghost Whispers
Movie,"United Kingdom, Denmark, Canada, Croatia",2018-07-15,7,15,2018,2012,PG-13,90,NA,78,Multi-Continent,"['United Kingdom', ' Denmark', ' Canada', ' Croatia']",90 min,"Dramas, Independent Movies","With the Cold War looming over them, teen best pals Ginger and Rosa share everything in early 1960s London – until betrayal drives them apart.",s6855,Sally Potter,"Elle Fanning, Alessandro Nivola, Christina Hendricks, Alice Englert, Timothy Spall, Oliver Platt, Annette Bening, Jodhi May, Oliver Milburn, Andrew Hawley",Ginger & Rosa
Movie,Philippines,2019-02-27,2,27,2019,2013,TV-14,103,NA,73,Asia,['Philippines'],103 min,"Comedies, International Movies","Quadruplets separated as babies reunite in Manila when one needs a liver transplant, but long-held family resentments threaten to derail everything.",s6856,Wenn V. Deramas,"Vice Ganda, Maricel Soriano, Joey Marquez, Ruffa Gutierrez, Cristine Reyes, JC de Vera, Ejay Falcon, Angelu De Leon, Bobby Andrews","Girl, Boy, Bakla, Tomboy"
Movie,United States,2017-03-31,3,31,2017,2012,NR,77,NA,62,North America,['United States'],77 min,"Documentaries, Sports Movies","This engaging documentary chronicles the 1980s phenomenon ""The Gorgeous Ladies of Wrestling,"" which elevated its female grapplers to star status.",s6857,Brett Whitcomb,,GLOW: The Story of the Gorgeous Ladies of Wrestling
TV Show,,2017-08-14,8,14,2017,2010,TV-14,NA,1,91,,,1 Season,"International TV Shows, TV Dramas","Amid Malaysia's charcoal industry, a woman deftly adapts to her environs as she juggles three men in her life: her husband, her lover and her friend.",s6858,,"Henley Hii, Debbie Goh, Frederick Lee, Wymen Yang, Melvin Sia, Alvin Wong",Glowing Embers
Movie,United States,2019-02-09,2,9,2019,2018,PG,111,NA,13,North America,['United States'],111 min,"Children & Family Movies, Dramas, Faith & Spirituality","After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter.",s6859,Harold Cronk,"Patrika Darbo, Kim Delaney, Jordin Sparks, Makenzie Moss, Liam Matthews, Andrew W. Walker, Lindsay Pulsipher, Gary Grubbs, Robin Givens, Arthur Cartwright",God Bless the Broken Road
Movie,United States,2018-10-22,10,22,2018,2016,TV-PG,103,NA,33,North America,['United States'],103 min,Documentaries,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God.",s6860,"Jedd Wider, Todd Wider",Lori Singer,God Knows Where I Am
Movie,"China, Hong Kong",2017-12-16,12,16,2017,2017,NR,129,NA,11,Asia,"['China', ' Hong Kong']",129 min,"Action & Adventure, International Movies",A maverick leader and a clever young general take on Japanese pirates amid bureaucratic intrigue in Ming Dynasty China.,s6861,Gordon Chan,"Vincent Zhao, Sammo Kam-Bo Hung, Regina Wan, Yasuaki Kurata, Keisuke Koide, Timmy Hung, Michael Tong",God of War
Movie,United States,2020-04-01,4,1,2020,2014,PG,113,NA,75,North America,['United States'],113 min,"Dramas, Faith & Spirituality",A spiritual college student clashes with an atheistic professor who insists that students will only pass his class by admitting that God is dead.,s6862,Harold Cronk,"Kevin Sorbo, Shane Harper, David A.R. White, Dean Cain, Benjamin A. Onyango, Paul Kwo, Hadeel Sittu, Trisha LaFache, Cory Oliver, Willie Robertson, Korie Robertson",God's Not Dead
Movie,United States,2018-12-04,12,4,2018,2018,PG,106,NA,11,North America,['United States'],106 min,"Dramas, Faith & Spirituality","After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus.",s6863,Michael Mason,"David A.R. White, John Corbett, Shane Harper, Ted McGinley, Jennifer Taylor, Benjamin A. Onyango, Tatum O'Neal, Cissy Houston",God's Not Dead: A Light in Darkness
Movie,United Kingdom,2018-05-01,5,1,2018,2017,TV-MA,105,NA,16,Europe,['United Kingdom'],105 min,"Dramas, Independent Movies, International Movies","In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection.",s6864,Francis Lee,"Josh O'Connor, Alec Secareanu, Ian Hart, Gemma Jones",God's Own Country
Movie,Japan,2017-11-01,11,1,2017,2013,TV-Y,22,NA,58,Asia,['Japan'],22 min,"International Movies, Sci-Fi & Fantasy","In the 1980s, a recently discarded television set from the 1960s refuses to accept its fate and tries to break out of the junkyard.",s6866,Takuya Inaba,,Golden Time
Movie,United States,2020-06-22,6,22,2020,2019,TV-MA,89,NA,17,North America,['United States'],89 min,Dramas,"When a bold teen mounts a gritty pursuit to dance in a music video, she must also evade child services so she can keep her younger sisters together.",s6868,Sam de Jong,"Slick Woods, George Sample III, Shaquila Angela Griszell, Danny Hoch, Khris Davis, Jazmyn Davis, Alana Tyler-Tomkins, Fran Jaye",Goldie
TV Show,United States,2018-10-31,10,31,2018,2017,TV-Y,NA,2,21,North America,['United States'],2 Seasons,Kids' TV,"Best pals Goldie and Bear, from ""Goldilocks and the Three Bears,"" join other characters from beloved stories for adventures in the Fairy Tale Forest.",s6869,,"Natalie Lander, Georgie Kidder",Goldie & Bear
Movie,Australia,2018-12-10,12,10,2018,2016,R,110,NA,35,Oceania,['Australia'],110 min,Thrillers,"In the Australian outback, an Indigenous cop on a missing persons case unearths a trafficking ring and runs afoul of political-industrial interests.",s6870,Ivan Sen,"Aaron Pedersen, Alex Russell, Jacki Weaver, Cheng Pei-pei, David Gulpilil, Michelle Lim Davidson, David Wenham, Tommy Lewis, Tommy Caldwell",Goldstone
TV Show,"Italy, Germany",2017-08-21,8,21,2017,2016,TV-MA,NA,2,19,Europe,"['Italy', ' Germany']",2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","Mafia activity in Naples is at the center of this series, which focuses on internal struggles that follow after the head of a family is imprisoned.",s6872,,"Marco D'Amore, Fortunato Cerlino, Salvatore Esposito, Fabio de Caro, Christian Giroso, Giovanni Buselli, Carmine Monaco, Lino Musella, Marco Palvetti, Vincenzo Fabricino, Maria Pia Calzone, Domenico Balsamo, Emanuele Vicorito, Carmine Battaglia, Alessio Gallo",Gomorrah
Movie,United States,2019-01-01,1,1,2019,2018,R,100,NA,12,North America,['United States'],100 min,Independent Movies,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right.",s6873,Mark Landre Gould,"Lance Henriksen, Tom Berenger, Meg Steedle, Danny Trejo",Gone are the Days
TV Show,Turkey,2017-07-12,7,12,2017,2015,TV-14,NA,1,30,Asia,['Turkey'],1 Season,"International TV Shows, TV Dramas, TV Thrillers","A nurse escapes from her surgeon fiancé after his ex reveals his dark secrets. She later finds love again, but a car accident changes everything.",s6874,Neslihan Yesilyurt,"Gökçe Bahadır, Engin Öztürk, Onur Saylak",Gonul
Movie,United States,2017-01-19,1,19,2017,2016,R,90,NA,12,North America,['United States'],90 min,"Comedies, Independent Movies",Four overachieving friends spend the summer after finishing high school doing everything possible to enjoy the party life and ruin their reputations.,s6875,Chris McCoy,"Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Dayo Okeniyi, Julia Garner, Kevin Chapman, Ashley Judd",Good Kids
Movie,United States,2017-04-02,4,2,2017,2014,R,103,NA,39,North America,['United States'],103 min,Dramas,"As Tommy Egan pilots armed drones over Afghanistan from the safe comfort of Las Vegas, the remote nature of his work begins to raise moral questions.",s6876,Andrew Niccol,"Ethan Hawke, January Jones, Bruce Greenwood, Zoë Kravitz, Jake Abel, Ryan Montano, Dylan Kenin, Stafford Douglas",Good Kill
Movie,United States,2020-08-20,8,20,2020,2019,TV-MA,75,NA,19,North America,['United States'],75 min,"Comedies, Dramas, Independent Movies","Hoping to give their relationship a boost, Jenna and Kate arrange to spend an evening with a third woman, but things take a turn once the sparks fly.",s6877,Wendy Jo Carlton,"Kari Alison Hodge, Rachel Paulson, Julia Eringer",Good Kisser
Movie,Egypt,2019-06-21,6,21,2019,2012,TV-MA,99,NA,89,Africa,['Egypt'],99 min,"Dramas, International Movies","Seeking an apartment to share with his wife, an apolitical man starts to question his own modest goals as revolution swirls around him.",s6878,Tarek Abdel Moaty,"Ahmed Eid, May Kassab, Diaa El Merghany, Samy Maghawry, Badria Tolba, Hassan Abdulfattah, Ahmed Safwat, Sayed Sadek, Laila Gamal",Good Luck
Movie,"United States, United Kingdom, Denmark, Sweden",2017-09-08,9,8,2017,2014,R,90,NA,44,Multi-Continent,"['United States', ' United Kingdom', ' Denmark', ' Sweden']",90 min,"Action & Adventure, Thrillers",A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.,s6880,Henrik Ruben Genz,"James Franco, Kate Hudson, Tom Wilkinson, Omar Sy, Sam Spruell, Anna Friel, Thomas Arnold, Oliver Dimsdale, Diana Hardcastle, Michael Jibson, Diarmaid Murtagh",Good People
Movie,United States,2018-03-06,3,6,2018,2017,TV-MA,95,NA,14,North America,['United States'],95 min,"Dramas, Independent Movies","Amidst the looting and chaos of the LA riots, two Korean-American brothers fight to save their struggling shoe store while contemplating their future.",s6882,Justin Chon,"Simone Baker, Justin Chon, David So, Curtiss Cook Jr., Sang Chon, Ben Munoz, Omono Okojie, Isaiah Jarel",Gook
Movie,"United States, Canada",2017-08-15,8,15,2017,2011,R,92,NA,79,North America,"['United States', ' Canada']",92 min,"Comedies, Sports Movies","When he's seen dispatching a rude opposing hockey player in the stands, Doug Glatt is hired by a rival team ... for his fighting skills.",s6883,Michael Dowse,"Seann William Scott, Jay Baruchel, Liev Schreiber, Alison Pill, Marc-André Grondin, Kim Coates, Eugene Levy, Nicholas Campbell, Richard Clarkin, Jonathan Cherry",Goon
Movie,"United States, United Kingdom",2019-04-25,4,25,2019,2018,PG,90,NA,15,Multi-Continent,"['United States', ' United Kingdom']",90 min,"Children & Family Movies, Comedies","Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life.",s6884,Ari Sandel,"Jeremy Ray Taylor, Madison Iseman, Caleel Harris, Wendi McLendon-Covey, Chris Parnell, Ken Jeong, Jack Black",Goosebumps 2: Haunted Halloween
TV Show,United States,2013-10-08,10,8,2013,2012,TV-14,NA,6,21,North America,['United States'],6 Seasons,"TV Dramas, Teen TV Shows",A group of hyperprivileged Manhattan private-school kids seem to get away with everything. Except an anonymous blogger is watching their every move.,s6886,,"Blake Lively, Leighton Meester, Penn Badgley, Chace Crawford, Ed Westwick, Kelly Rutherford, Matthew Settle, Taylor Momsen, Jessica Szohr, Zuzanna Szadkowski, Connor Paolo",Gossip Girl
Movie,India,2017-10-15,10,15,2017,2015,TV-14,109,NA,33,Asia,['India'],109 min,"Dramas, Independent Movies, International Movies",A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.,s6888,Ananth Narayan Mahadevan,"Vinay Pathak, Konkona Sen Sharma, Ranvir Shorey, Tannishtha Chatterjee, Rajit Kapoor, Vikram Gokhale, Vipin Sharma, Rahul Vohra, Saurabh Shukla, Asrani",Gour Hari Dastaan: The Freedom File
TV Show,United Kingdom,2019-08-01,8,1,2019,2017,TV-14,NA,2,31,Europe,['United Kingdom'],2 Seasons,"British TV Shows, International TV Shows, Reality TV","Host Kevin McCloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end.",s6890,,Kevin McCloud,Grand Designs
TV Show,Spain,2017-11-01,11,1,2017,2013,TV-PG,NA,3,58,Europe,['Spain'],3 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","To learn the truth about his sister's mysterious disappearance, a young man infiltrates a hotel in the guise of a footman and begins an investigation.",s6891,,"Yon González, Amaia Salamanca, Adriana Ozores, Pedro Alonso, Concha Velasco, Llorenç González, Pep Anton Muñoz, Eloy Azorín, Fele Martínez, Luz Valdenebro, Marta Larralde, Antonio Reyes, Iván Morales, Dion Córdoba, Raquel Sierra",Grand Hotel
Movie,India,2018-03-01,3,1,2018,2013,TV-MA,93,NA,62,Asia,['India'],93 min,"Comedies, International Movies, Music & Musicals","Leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion.",s6892,Indra Kumar,"Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Suresh Menon, Manjari Fadnis, Sonalee Kulkarni, Karishma Tanna, Kainaat Arora, Bruna Abdullah, Maryam Zakaria, Pradeep Singh Rawat",Grand Masti
Movie,United States,2019-02-14,2,14,2019,2017,TV-MA,57,NA,25,North America,['United States'],57 min,"Comedies, Independent Movies",Good girl Cam recruits her pot-loving bestie Jinky to help deliver a backpack full of weed for her drug-dealing fiancé.,s6893,Tanuj Chopra,"Emily Chang, Pia Shah, Anthony Ma",Grass
TV Show,United Kingdom,2018-12-01,12,1,2018,2016,TV-PG,NA,2,35,Europe,['United Kingdom'],2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this reality series, amateur interior designers on tight budgets test their mettle transforming rooms with speed and style.",s6895,,"Tom Dyckhoff, Daniel Hopwood, Sophie Robinson",Great Interior Design Challenge
TV Show,United Kingdom,2017-10-01,10,1,2017,2017,TV-PG,NA,1,9,Europe,['United Kingdom'],1 Season,"Docuseries, Science & Nature TV",This series explores the effects of the extreme temperature variations at Yellowstone National Park on the animals that live there.,s6896,,,Great Yellowstone Thaw
Movie,United States,2018-11-12,11,12,2018,2015,R,95,NA,46,North America,['United States'],95 min,"Horror Movies, Thrillers","At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis.",s6897,Jeremy Saulnier,"Anton Yelchin, Imogen Poots, Patrick Stewart, Alia Shawkat, Joe Cole, Callum Turner, Macon Blair, David W. Thompson, Mark Webber, Eric Edelstein, Kai Lennox",Green Room
Movie,Nigeria,2018-01-01,1,1,2018,2016,TV-MA,102,NA,24,Africa,['Nigeria'],102 min,"Comedies, Independent Movies, International Movies","Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go.",s6898,Abba T. Makama,"Ifeanyi Dike Jr., Jamal Ibrahim, Samuel Robinson, Cristabel Goddy, Okey Uzoeshi, Bimbo Manuel, Meg Otanwa, Eric Didie, Donatus Ekwuazi, Omoye Uzamere",Green White Green (And All the Beautiful Colours in My Mosaic of Madness)
Movie,United States,2018-04-01,4,1,2018,2016,TV-MA,97,NA,27,North America,['United States'],97 min,Documentaries,"Tech tycoon John McAfee made millions from his anti-virus software. Now, he may be best known for his bizarre and scandalous lifestyle.",s6899,Nanette Burstein,,Gringo: The Dangerous Life of John McAfee
Movie,United States,2017-01-06,1,6,2017,2016,TV-PG,82,NA,12,North America,['United States'],82 min,"Documentaries, LGBTQ Movies","Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case.",s6900,Eric Juhola,,Growing Up Coy
Movie,Canada,2017-02-01,2,1,2017,2015,TV-PG,90,NA,25,North America,['Canada'],90 min,"Documentaries, International Movies, Sports Movies",Two roaming Kenyan bandits attempt to change the course of their lives by exchanging their rifles for running shoes.,s6901,Anjali Nayar,,Gun Runners
Movie,United Kingdom,2019-07-26,7,26,2019,2015,TV-G,57,NA,54,Europe,['United Kingdom'],57 min,"Documentaries, International Movies",Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.,s6903,James Woodroffe,"Guy Martin, Kevin Stone, Shaun Dooley",Guy Martin: Last Flight of the Vulcan Bomber
